fichier,n chiffres,nb de sequences
carree_1M.txt,668,999333
1 million de pi.txt,669,999333
carree_1M.txt,669,999332
1 million de pi.txt,670,999332
carree_1M.txt,670,999331
1 million de pi.txt,671,999331
carree_1M.txt,671,999330
1 million de pi.txt,672,999330
carree_1M.txt,672,999329
1 million de pi.txt,673,999329
carree_1M.txt,673,999328
1 million de pi.txt,674,999328
carree_1M.txt,674,999327
1 million de pi.txt,675,999327
carree_1M.txt,675,999326
1 million de pi.txt,676,999326
carree_1M.txt,676,999325
1 million de pi.txt,677,999325
carree_1M.txt,677,999324
1 million de pi.txt,678,999324
carree_1M.txt,678,999323
1 million de pi.txt,679,999323
carree_1M.txt,679,999322
1 million de pi.txt,680,999322
carree_1M.txt,680,999321
1 million de pi.txt,681,999321
carree_1M.txt,681,999320
1 million de pi.txt,682,999320
carree_1M.txt,682,999319
1 million de pi.txt,683,999319
carree_1M.txt,683,999318
1 million de pi.txt,684,999318
carree_1M.txt,684,999317
1 million de pi.txt,685,999317
carree_1M.txt,685,999316
1 million de pi.txt,686,999316
carree_1M.txt,686,999315
1 million de pi.txt,687,999315
carree_1M.txt,687,999314
1 million de pi.txt,688,999314
carree_1M.txt,688,999313
1 million de pi.txt,689,999313
carree_1M.txt,689,999312
1 million de pi.txt,690,999312
carree_1M.txt,690,999311
1 million de pi.txt,691,999311
carree_1M.txt,691,999310
1 million de pi.txt,692,999310
carree_1M.txt,692,999309
1 million de pi.txt,693,999309
carree_1M.txt,693,999308
1 million de pi.txt,694,999308
carree_1M.txt,694,999307
1 million de pi.txt,695,999307
carree_1M.txt,695,999306
1 million de pi.txt,696,999306
carree_1M.txt,696,999305
1 million de pi.txt,697,999305
carree_1M.txt,697,999304
1 million de pi.txt,698,999304
carree_1M.txt,698,999303
1 million de pi.txt,699,999303
carree_1M.txt,699,999302
1 million de pi.txt,700,999302
carree_1M.txt,700,999301
1 million de pi.txt,701,999301
carree_1M.txt,701,999300
1 million de pi.txt,702,999300
carree_1M.txt,702,999299
1 million de pi.txt,703,999299
carree_1M.txt,703,999298
1 million de pi.txt,704,999298
carree_1M.txt,704,999297
1 million de pi.txt,705,999297
carree_1M.txt,705,999296
1 million de pi.txt,706,999296
carree_1M.txt,706,999295
1 million de pi.txt,707,999295
carree_1M.txt,707,999294
1 million de pi.txt,708,999294
carree_1M.txt,708,999293
1 million de pi.txt,709,999293
carree_1M.txt,709,999292
1 million de pi.txt,710,999292
carree_1M.txt,710,999291
1 million de pi.txt,711,999291
carree_1M.txt,711,999290
1 million de pi.txt,712,999290
carree_1M.txt,712,999289
1 million de pi.txt,713,999289
carree_1M.txt,713,999288
1 million de pi.txt,714,999288
carree_1M.txt,714,999287
1 million de pi.txt,715,999287
carree_1M.txt,715,999286
1 million de pi.txt,716,999286
carree_1M.txt,716,999285
1 million de pi.txt,717,999285
carree_1M.txt,717,999284
1 million de pi.txt,718,999284
carree_1M.txt,718,999283
1 million de pi.txt,719,999283
carree_1M.txt,719,999282
1 million de pi.txt,720,999282
carree_1M.txt,720,999281
1 million de pi.txt,721,999281
carree_1M.txt,721,999280
1 million de pi.txt,722,999280
carree_1M.txt,722,999279
1 million de pi.txt,723,999279
carree_1M.txt,723,999278
1 million de pi.txt,724,999278
carree_1M.txt,724,999277
1 million de pi.txt,725,999277
carree_1M.txt,725,999276
1 million de pi.txt,726,999276
carree_1M.txt,726,999275
1 million de pi.txt,727,999275
carree_1M.txt,727,999274
1 million de pi.txt,728,999274
carree_1M.txt,728,999273
1 million de pi.txt,729,999273
carree_1M.txt,729,999272
1 million de pi.txt,730,999272
carree_1M.txt,730,999271
1 million de pi.txt,731,999271
carree_1M.txt,731,999270
1 million de pi.txt,732,999270
carree_1M.txt,732,999269
1 million de pi.txt,733,999269
carree_1M.txt,733,999268
1 million de pi.txt,734,999268
carree_1M.txt,734,999267
1 million de pi.txt,735,999267
carree_1M.txt,735,999266
1 million de pi.txt,736,999266
carree_1M.txt,736,999265
1 million de pi.txt,737,999265
carree_1M.txt,737,999264
1 million de pi.txt,738,999264
carree_1M.txt,738,999263
1 million de pi.txt,739,999263
carree_1M.txt,739,999262
1 million de pi.txt,740,999262
carree_1M.txt,740,999261
1 million de pi.txt,741,999261
carree_1M.txt,741,999260
1 million de pi.txt,742,999260
carree_1M.txt,742,999259
1 million de pi.txt,743,999259
carree_1M.txt,743,999258
1 million de pi.txt,744,999258
carree_1M.txt,744,999257
1 million de pi.txt,745,999257
carree_1M.txt,745,999256
1 million de pi.txt,746,999256
carree_1M.txt,746,999255
1 million de pi.txt,747,999255
carree_1M.txt,747,999254
1 million de pi.txt,748,999254
carree_1M.txt,748,999253
1 million de pi.txt,749,999253
carree_1M.txt,749,999252
1 million de pi.txt,750,999252
carree_1M.txt,750,999251
1 million de pi.txt,751,999251
carree_1M.txt,751,999250
1 million de pi.txt,752,999250
carree_1M.txt,752,999249
1 million de pi.txt,753,999249
carree_1M.txt,753,999248
1 million de pi.txt,754,999248
carree_1M.txt,754,999247
1 million de pi.txt,755,999247
carree_1M.txt,755,999246
1 million de pi.txt,756,999246
carree_1M.txt,756,999245
1 million de pi.txt,757,999245
carree_1M.txt,757,999244
1 million de pi.txt,758,999244
carree_1M.txt,758,999243
1 million de pi.txt,759,999243
carree_1M.txt,759,999242
1 million de pi.txt,760,999242
carree_1M.txt,760,999241
1 million de pi.txt,761,999241
carree_1M.txt,761,999240
1 million de pi.txt,762,999240
carree_1M.txt,762,999239
1 million de pi.txt,763,999239
carree_1M.txt,763,999238
1 million de pi.txt,764,999238
carree_1M.txt,764,999237
1 million de pi.txt,765,999237
carree_1M.txt,765,999236
1 million de pi.txt,766,999236
carree_1M.txt,766,999235
1 million de pi.txt,767,999235
carree_1M.txt,767,999234
1 million de pi.txt,768,999234
carree_1M.txt,768,999233
1 million de pi.txt,769,999233
carree_1M.txt,769,999232
1 million de pi.txt,770,999232
carree_1M.txt,770,999231
1 million de pi.txt,771,999231
carree_1M.txt,771,999230
1 million de pi.txt,772,999230
carree_1M.txt,772,999229
1 million de pi.txt,773,999229
carree_1M.txt,773,999228
1 million de pi.txt,774,999228
carree_1M.txt,774,999227
1 million de pi.txt,775,999227
carree_1M.txt,775,999226
1 million de pi.txt,776,999226
carree_1M.txt,776,999225
1 million de pi.txt,777,999225
carree_1M.txt,777,999224
1 million de pi.txt,778,999224
carree_1M.txt,778,999223
1 million de pi.txt,779,999223
carree_1M.txt,779,999222
1 million de pi.txt,780,999222
carree_1M.txt,780,999221
1 million de pi.txt,781,999221
carree_1M.txt,781,999220
1 million de pi.txt,782,999220
carree_1M.txt,782,999219
1 million de pi.txt,783,999219
carree_1M.txt,783,999218
1 million de pi.txt,784,999218
carree_1M.txt,784,999217
1 million de pi.txt,785,999217
carree_1M.txt,785,999216
1 million de pi.txt,786,999216
carree_1M.txt,786,999215
1 million de pi.txt,787,999215
carree_1M.txt,787,999214
1 million de pi.txt,788,999214
carree_1M.txt,788,999213
1 million de pi.txt,789,999213
carree_1M.txt,789,999212
1 million de pi.txt,790,999212
carree_1M.txt,790,999211
1 million de pi.txt,791,999211
carree_1M.txt,791,999210
1 million de pi.txt,792,999210
carree_1M.txt,792,999209
1 million de pi.txt,793,999209
carree_1M.txt,793,999208
1 million de pi.txt,794,999208
carree_1M.txt,794,999207
1 million de pi.txt,795,999207
carree_1M.txt,795,999206
1 million de pi.txt,796,999206
carree_1M.txt,796,999205
1 million de pi.txt,797,999205
carree_1M.txt,797,999204
1 million de pi.txt,798,999204
carree_1M.txt,798,999203
1 million de pi.txt,799,999203
carree_1M.txt,799,999202
1 million de pi.txt,800,999202
carree_1M.txt,800,999201
1 million de pi.txt,801,999201
carree_1M.txt,801,999200
1 million de pi.txt,802,999200
carree_1M.txt,802,999199
1 million de pi.txt,803,999199
carree_1M.txt,803,999198
1 million de pi.txt,804,999198
carree_1M.txt,804,999197
1 million de pi.txt,805,999197
carree_1M.txt,805,999196
1 million de pi.txt,806,999196
carree_1M.txt,806,999195
1 million de pi.txt,807,999195
carree_1M.txt,807,999194
1 million de pi.txt,808,999194
carree_1M.txt,808,999193
1 million de pi.txt,809,999193
carree_1M.txt,809,999192
1 million de pi.txt,810,999192
carree_1M.txt,810,999191
1 million de pi.txt,811,999191
carree_1M.txt,811,999190
1 million de pi.txt,812,999190
carree_1M.txt,812,999189
1 million de pi.txt,813,999189
carree_1M.txt,813,999188
1 million de pi.txt,814,999188
carree_1M.txt,814,999187
1 million de pi.txt,815,999187
carree_1M.txt,815,999186
1 million de pi.txt,816,999186
carree_1M.txt,816,999185
1 million de pi.txt,817,999185
carree_1M.txt,817,999184
1 million de pi.txt,818,999184
carree_1M.txt,818,999183
1 million de pi.txt,819,999183
carree_1M.txt,819,999182
1 million de pi.txt,820,999182
carree_1M.txt,820,999181
1 million de pi.txt,821,999181
carree_1M.txt,821,999180
1 million de pi.txt,822,999180
carree_1M.txt,822,999179
1 million de pi.txt,823,999179
carree_1M.txt,823,999178
1 million de pi.txt,824,999178
carree_1M.txt,824,999177
1 million de pi.txt,825,999177
carree_1M.txt,825,999176
1 million de pi.txt,826,999176
carree_1M.txt,826,999175
1 million de pi.txt,827,999175
carree_1M.txt,827,999174
1 million de pi.txt,828,999174
carree_1M.txt,828,999173
1 million de pi.txt,829,999173
carree_1M.txt,829,999172
1 million de pi.txt,830,999172
carree_1M.txt,830,999171
1 million de pi.txt,831,999171
carree_1M.txt,831,999170
1 million de pi.txt,832,999170
carree_1M.txt,832,999169
1 million de pi.txt,833,999169
carree_1M.txt,833,999168
1 million de pi.txt,834,999168
carree_1M.txt,834,999167
1 million de pi.txt,835,999167
carree_1M.txt,835,999166
1 million de pi.txt,836,999166
carree_1M.txt,836,999165
1 million de pi.txt,837,999165
carree_1M.txt,837,999164
1 million de pi.txt,838,999164
carree_1M.txt,838,999163
1 million de pi.txt,839,999163
carree_1M.txt,839,999162
1 million de pi.txt,840,999162
carree_1M.txt,840,999161
1 million de pi.txt,841,999161
carree_1M.txt,841,999160
1 million de pi.txt,842,999160
carree_1M.txt,842,999159
1 million de pi.txt,843,999159
carree_1M.txt,843,999158
1 million de pi.txt,844,999158
carree_1M.txt,844,999157
1 million de pi.txt,845,999157
carree_1M.txt,845,999156
1 million de pi.txt,846,999156
carree_1M.txt,846,999155
1 million de pi.txt,847,999155
carree_1M.txt,847,999154
1 million de pi.txt,848,999154
carree_1M.txt,848,999153
1 million de pi.txt,849,999153
carree_1M.txt,849,999152
1 million de pi.txt,850,999152
carree_1M.txt,850,999151
1 million de pi.txt,851,999151
carree_1M.txt,851,999150
1 million de pi.txt,852,999150
carree_1M.txt,852,999149
1 million de pi.txt,853,999149
carree_1M.txt,853,999148
1 million de pi.txt,854,999148
carree_1M.txt,854,999147
1 million de pi.txt,855,999147
carree_1M.txt,855,999146
1 million de pi.txt,856,999146
carree_1M.txt,856,999145
1 million de pi.txt,857,999145
carree_1M.txt,857,999144
1 million de pi.txt,858,999144
carree_1M.txt,858,999143
1 million de pi.txt,859,999143
carree_1M.txt,859,999142
1 million de pi.txt,860,999142
carree_1M.txt,860,999141
1 million de pi.txt,861,999141
carree_1M.txt,861,999140
1 million de pi.txt,862,999140
carree_1M.txt,862,999139
1 million de pi.txt,863,999139
carree_1M.txt,863,999138
1 million de pi.txt,864,999138
carree_1M.txt,864,999137
1 million de pi.txt,865,999137
carree_1M.txt,865,999136
1 million de pi.txt,866,999136
carree_1M.txt,866,999135
1 million de pi.txt,867,999135
carree_1M.txt,867,999134
1 million de pi.txt,868,999134
carree_1M.txt,868,999133
1 million de pi.txt,869,999133
carree_1M.txt,869,999132
1 million de pi.txt,870,999132
carree_1M.txt,870,999131
1 million de pi.txt,871,999131
carree_1M.txt,871,999130
1 million de pi.txt,872,999130
carree_1M.txt,872,999129
1 million de pi.txt,873,999129
carree_1M.txt,873,999128
1 million de pi.txt,874,999128
carree_1M.txt,874,999127
1 million de pi.txt,875,999127
carree_1M.txt,875,999126
1 million de pi.txt,876,999126
carree_1M.txt,876,999125
1 million de pi.txt,877,999125
carree_1M.txt,877,999124
1 million de pi.txt,878,999124
carree_1M.txt,878,999123
1 million de pi.txt,879,999123
carree_1M.txt,879,999122
1 million de pi.txt,880,999122
carree_1M.txt,880,999121
1 million de pi.txt,881,999121
carree_1M.txt,881,999120
1 million de pi.txt,882,999120
carree_1M.txt,882,999119
1 million de pi.txt,883,999119
carree_1M.txt,883,999118
1 million de pi.txt,884,999118
carree_1M.txt,884,999117
1 million de pi.txt,885,999117
carree_1M.txt,885,999116
1 million de pi.txt,886,999116
carree_1M.txt,886,999115
1 million de pi.txt,887,999115
carree_1M.txt,887,999114
1 million de pi.txt,888,999114
carree_1M.txt,888,999113
1 million de pi.txt,889,999113
carree_1M.txt,889,999112
1 million de pi.txt,890,999112
carree_1M.txt,890,999111
1 million de pi.txt,891,999111
carree_1M.txt,891,999110
1 million de pi.txt,892,999110
carree_1M.txt,892,999109
1 million de pi.txt,893,999109
carree_1M.txt,893,999108
1 million de pi.txt,894,999108
carree_1M.txt,894,999107
1 million de pi.txt,895,999107
carree_1M.txt,895,999106
1 million de pi.txt,896,999106
carree_1M.txt,896,999105
1 million de pi.txt,897,999105
carree_1M.txt,897,999104
1 million de pi.txt,898,999104
carree_1M.txt,898,999103
1 million de pi.txt,899,999103
carree_1M.txt,899,999102
1 million de pi.txt,900,999102
carree_1M.txt,900,999101
1 million de pi.txt,901,999101
carree_1M.txt,901,999100
1 million de pi.txt,902,999100
carree_1M.txt,902,999099
1 million de pi.txt,903,999099
carree_1M.txt,903,999098
1 million de pi.txt,904,999098
carree_1M.txt,904,999097
1 million de pi.txt,905,999097
carree_1M.txt,905,999096
1 million de pi.txt,906,999096
carree_1M.txt,906,999095
1 million de pi.txt,907,999095
carree_1M.txt,907,999094
1 million de pi.txt,908,999094
carree_1M.txt,908,999093
1 million de pi.txt,909,999093
carree_1M.txt,909,999092
1 million de pi.txt,910,999092
carree_1M.txt,910,999091
1 million de pi.txt,911,999091
carree_1M.txt,911,999090
1 million de pi.txt,912,999090
carree_1M.txt,912,999089
1 million de pi.txt,913,999089
carree_1M.txt,913,999088
1 million de pi.txt,914,999088
carree_1M.txt,914,999087
1 million de pi.txt,915,999087
carree_1M.txt,915,999086
1 million de pi.txt,916,999086
carree_1M.txt,916,999085
1 million de pi.txt,917,999085
carree_1M.txt,917,999084
1 million de pi.txt,918,999084
carree_1M.txt,918,999083
1 million de pi.txt,919,999083
carree_1M.txt,919,999082
1 million de pi.txt,920,999082
carree_1M.txt,920,999081
1 million de pi.txt,921,999081
carree_1M.txt,921,999080
1 million de pi.txt,922,999080
carree_1M.txt,922,999079
1 million de pi.txt,923,999079
carree_1M.txt,923,999078
1 million de pi.txt,924,999078
carree_1M.txt,924,999077
1 million de pi.txt,925,999077
carree_1M.txt,925,999076
1 million de pi.txt,926,999076
carree_1M.txt,926,999075
1 million de pi.txt,927,999075
carree_1M.txt,927,999074
1 million de pi.txt,928,999074
carree_1M.txt,928,999073
1 million de pi.txt,929,999073
carree_1M.txt,929,999072
1 million de pi.txt,930,999072
carree_1M.txt,930,999071
1 million de pi.txt,931,999071
carree_1M.txt,931,999070
1 million de pi.txt,932,999070
carree_1M.txt,932,999069
1 million de pi.txt,933,999069
carree_1M.txt,933,999068
1 million de pi.txt,934,999068
carree_1M.txt,934,999067
1 million de pi.txt,935,999067
carree_1M.txt,935,999066
1 million de pi.txt,936,999066
carree_1M.txt,936,999065
1 million de pi.txt,937,999065
carree_1M.txt,937,999064
1 million de pi.txt,938,999064
carree_1M.txt,938,999063
1 million de pi.txt,939,999063
carree_1M.txt,939,999062
1 million de pi.txt,940,999062
carree_1M.txt,940,999061
1 million de pi.txt,941,999061
carree_1M.txt,941,999060
1 million de pi.txt,942,999060
carree_1M.txt,942,999059
1 million de pi.txt,943,999059
carree_1M.txt,943,999058
1 million de pi.txt,944,999058
carree_1M.txt,944,999057
1 million de pi.txt,945,999057
carree_1M.txt,945,999056
1 million de pi.txt,946,999056
carree_1M.txt,946,999055
1 million de pi.txt,947,999055
carree_1M.txt,947,999054
1 million de pi.txt,948,999054
carree_1M.txt,948,999053
1 million de pi.txt,949,999053
carree_1M.txt,949,999052
1 million de pi.txt,950,999052
carree_1M.txt,950,999051
1 million de pi.txt,951,999051
carree_1M.txt,951,999050
1 million de pi.txt,952,999050
carree_1M.txt,952,999049
1 million de pi.txt,953,999049
carree_1M.txt,953,999048
1 million de pi.txt,954,999048
carree_1M.txt,954,999047
1 million de pi.txt,955,999047
carree_1M.txt,955,999046
1 million de pi.txt,956,999046
carree_1M.txt,956,999045
1 million de pi.txt,957,999045
carree_1M.txt,957,999044
1 million de pi.txt,958,999044
carree_1M.txt,958,999043
1 million de pi.txt,959,999043
carree_1M.txt,959,999042
1 million de pi.txt,960,999042
carree_1M.txt,960,999041
1 million de pi.txt,961,999041
carree_1M.txt,961,999040
1 million de pi.txt,962,999040
carree_1M.txt,962,999039
1 million de pi.txt,963,999039
carree_1M.txt,963,999038
1 million de pi.txt,964,999038
carree_1M.txt,964,999037
1 million de pi.txt,965,999037
carree_1M.txt,965,999036
1 million de pi.txt,966,999036
carree_1M.txt,966,999035
1 million de pi.txt,967,999035
carree_1M.txt,967,999034
1 million de pi.txt,968,999034
carree_1M.txt,968,999033
1 million de pi.txt,969,999033
carree_1M.txt,969,999032
1 million de pi.txt,970,999032
carree_1M.txt,970,999031
1 million de pi.txt,971,999031
carree_1M.txt,971,999030
1 million de pi.txt,972,999030
carree_1M.txt,972,999029
1 million de pi.txt,973,999029
carree_1M.txt,973,999028
1 million de pi.txt,974,999028
carree_1M.txt,974,999027
1 million de pi.txt,975,999027
carree_1M.txt,975,999026
1 million de pi.txt,976,999026
carree_1M.txt,976,999025
1 million de pi.txt,977,999025
carree_1M.txt,977,999024
1 million de pi.txt,978,999024
carree_1M.txt,978,999023
1 million de pi.txt,979,999023
carree_1M.txt,979,999022
1 million de pi.txt,980,999022
carree_1M.txt,980,999021
1 million de pi.txt,981,999021
carree_1M.txt,981,999020
1 million de pi.txt,982,999020
carree_1M.txt,982,999019
1 million de pi.txt,983,999019
carree_1M.txt,983,999018
1 million de pi.txt,984,999018
carree_1M.txt,984,999017
1 million de pi.txt,985,999017
carree_1M.txt,985,999016
1 million de pi.txt,986,999016
carree_1M.txt,986,999015
1 million de pi.txt,987,999015
carree_1M.txt,987,999014
1 million de pi.txt,988,999014
carree_1M.txt,988,999013
1 million de pi.txt,989,999013
carree_1M.txt,989,999012
1 million de pi.txt,990,999012
carree_1M.txt,990,999011
1 million de pi.txt,991,999011
carree_1M.txt,991,999010
1 million de pi.txt,992,999010
carree_1M.txt,992,999009
1 million de pi.txt,993,999009
carree_1M.txt,993,999008
1 million de pi.txt,994,999008
carree_1M.txt,994,999007
1 million de pi.txt,995,999007
carree_1M.txt,995,999006
1 million de pi.txt,996,999006
carree_1M.txt,996,999005
1 million de pi.txt,997,999005
carree_1M.txt,997,999004
1 million de pi.txt,998,999004
carree_1M.txt,998,999003
1 million de pi.txt,999,999003
carree_1M.txt,999,999002
1 million de pi.txt,1000,999002
carree_1M.txt,1000,999001
